,adult,budget,id,imdb_id,overview,popularity,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,original_language
100,FALSE,0,47475,tt0117102,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",3.329264,16/02/1996,0,96,Released,,Mr. Wrong,FALSE,3.3,16,en
101,FALSE,18000000,2045,tt0118040,"Ray Liotta stars as a medical examiner who has been acquitted for his wife's murder but many still question his innocence. Obsessed with finding his wife's killer, a possible solution presents itself in an experimental serum designed by a neurobiology Linda Fiorentino which has the ability to transfer memories from one person to another, but not without consequences. Liotta driven to solve the case injects himself with the serum, bringing him closer and closer to finding her killer but bringing him closer to death.",2.464425,23/02/1996,0,106,Released,He loved her. He lost her. He won't let her memory die... until it tells him who killed her.,Unforgettable,FALSE,5.3,22,en
102,FALSE,12000000,9614,tt0116483,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",9.592265,16/02/1996,41205099,92,Released,He doesn't play golf... he destroys it.,Happy Gilmore,FALSE,6.5,767,en
103,FALSE,24000000,688,tt0112579,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,5.951077,28/05/1995,182016617,135,Released,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,The Bridges of Madison County,FALSE,7.3,397,en
104,FALSE,0,11907,tt0110251,No overview found.,1.015068,07/11/1994,0,104,Released,,Nobody Loves Me,FALSE,5.1,5,de
105,FALSE,0,10874,tt0117110,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.",6.902423,16/02/1996,34327391,100,Released,Set sail for Muppet mayhem!,Muppet Treasure Island,FALSE,6.5,93,en
106,FALSE,0,89333,tt0112646,"A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York.",0.976707,08/12/1995,0,95,Released,"The moment when fashion, art and entertainment come together with stunning force and beauty.",Catwalk,FALSE,7,2,en
107,FALSE,0,96357,tt0113276,An ex-con holds a group of people hostage in a topless bar.,0.001346,20/05/1995,0,110,Released,,Headless Body in Topless Bar,FALSE,0,0,en
108,FALSE,72000000,197,tt0112573,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",20.755149,24/05/1995,210000000,177,Released,Every man dies. Not every man truly lives.,Braveheart,FALSE,7.7,3404,en
109,FALSE,1300000,103,tt0075314,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",14.092713,07/02/1976,28262574,114,Released,"On every street in every city, there's a nobody who dreams of being a somebody.",Taxi Driver,FALSE,8.1,2632,en
110,FALSE,7500000,33542,tt0113326,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",12.314278,30/01/1995,32392047,91,Released,No Fear. No Stuntman. No Equal.,Rumble in the Bronx,FALSE,6.5,245,cn
111,FALSE,35000000,43566,tt0115645,Two parents deal with the effects when their son is accused of murdering his girlfriend.,2.938293,23/02/1996,0,108,Released,A murder. A suspect. A shadow of a doubt.,Before and After,FALSE,5.8,37,en
112,FALSE,0,71754,tt0113774,"In a town where half the men die down the coalpit, Margaret MacNeil is quite happy being single in her small Cape Breton island town. Until she meets Neil Currie, a charming and sincere bagpipe-playing, Gaelic-speaking dishwasher. But no matter what you do, you can't avoid the spectre of the pit forever.",0.372697,13/09/1995,0,114,Released,She found a way to preserve her memories forever.,Margaret's Museum,FALSE,7.5,2,en
113,FALSE,13365000,43612,tt0112556,"Francis, the boss of a small plumbing supply company, is harassed by tax collectors, striking employees, and an impossible wife and daughter. His only joy is sharing lunch with his friend Gerard. Then a TV show called ""where are you?"" shows a woman from Gers who is searching for her husband who disappeared 28 years ago. The lost husband looks like an identical twin of Francis...",1.254885,31/01/1995,0,106,Released,,Happiness Is in the Field,FALSE,7,23,en
114,FALSE,0,51352,tt0112373,"Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust. Written by Dawn M. Barclift",0.243986,08/06/1995,1,117,Released,"She is perhaps Hitler's best known victim, but what was Anne Frank really like?",Anne Frank Remembered,FALSE,7.3,4,en
115,FALSE,0,16934,tt0115033,"A sinister tale of genius gone wrong, The Young Poisoner's Handbook chronicles a young man's descent into madness against the absurd backdrop of suburban English life. Hugh O'Conor plays Graham Young, a schoolboy from the London suburbs whose deadly obsession with toxic substances causes him to dabble in experimental murder.",6.178497,20/01/1995,0,99,Released,,The Young Poisoner's Handbook,FALSE,6.9,19,en
116,FALSE,0,10324,tt0116606,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge.",2.891918,08/03/1996,0,92,Released,A comedy for the romantically challenged.,If Lucy Fell,FALSE,5.4,11,en
117,FALSE,25000000,78406,tt0114536,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love.",1.522412,29/09/1995,6278139,113,Released,Two brothers. One fortune. Zero chance they'll share it.,Steal Big Steal Little,FALSE,5.1,7,en
118,FALSE,0,55731,tt0117427,"A bunch of high school misfits in Hawaii, introduced by their new teacher, attend a science fair in which they draw up inspiration to build their own solar car and win a trip to compete in the 1990 World Solar Challenge in Australia.",1.317878,22/03/1996,0,100,Released,A dream can make all the difference under the sun.,Race the Sun,FALSE,5.2,21,en
119,FALSE,0,32119,tt0106473,The true story of boys being sexually abused at their orphanage ran by a religious community in Newfoundland.,0.86539,06/12/1992,0,90,Released,,The Boys of St. Vincent,FALSE,7,7,en
120,FALSE,40000000,11066,tt0103859,"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill.",6.506983,30/06/1992,70100000,117,Released,A Player Who's About to be Played.,Boomerang,FALSE,5.4,139,en
121,FALSE,0,11104,tt0109424,"Every day, Cop 223 buys a can of pineapple with an expiration date of May 1, symbolizing the day he'll get over his lost love. He's also got his eye on a mysterious woman in a blond wig, oblivious of the fact she's a drug dealer. Cop 663 is distraught with heartbreak over a breakup. But when his ex drops a spare set of his keys at a local cafe, a waitress lets herself into his apartment and spruces up his life.",6.778979,14/07/1994,0,102,Released,What a difference a day makes,Chungking Express,FALSE,7.9,249,cn
122,FALSE,0,37975,tt0114808,The adventures and deceptions of a photographer who travels through the small villages of Sicily pretending that he is working for the big film studios in Rome.,1.702639,21/09/1995,0,113,Released,"In the golden age of cinema, everyone dreams of becoming a star. One man promises to make all their dreams come true...",The Star Maker,FALSE,6.8,29,it
123,FALSE,7000000,2074,tt0116324,"Adopted as a child, new father Mel Colpin (Ben Stiller) decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his wife, Nancy (Patricia Arquette), and an inept yet gorgeous adoption agent, Tina (Tea Leoni), he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck ATF agents (Josh Brolin, Richard Jenkins).",5.579088,22/03/1996,14702438,92,Released,"A comedy about sex, love, family and other accidents waiting to happen.",Flirting with Disaster,FALSE,6.3,66,en
124,FALSE,17000000,27793,tt0110647,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,6.252377,26/10/1994,0,95,Released,It's a brand new beginning in the adventure that never ends,The Neverending Story III: Escape from Fantasia,FALSE,4.4,105,en
125,FALSE,0,44284,tt0111055,The death of a prince brings a young woman back to the palace where she was born into servitude. The lingering legacy of the harem is brought into light from behind frosted windows and velvet curtains.,0.406754,30/09/1994,0,116,Released,,The Silences of the Palace,FALSE,4.3,3,ar
126,FALSE,0,290157,tt0110217,"Michel Negroponte, a documentary filmmaker, meets Maggie one day in Central Park. Maggie claims to be married to the god Jupiter and the daughter of actor Robert Ryan. Michel gets to know Maggie over the next couple of years, and attempts to use her often outlandish stories as clues to reconstruct her past.
 - Written by James Meek",0.001178,01/01/1995,0,87,Released,A Haunting Real Life Mystery,Jupiter's Wife,FALSE,0,0,en
127,FALSE,0,110972,tt0114131,Pie in the Sky is a 1996 American romantic comedy film about a young man obsessed with traffic gridlock who falls in love with an avant-garde dancer.,0.699066,09/02/1996,0,95,Released,The only thing that stands in the way of fate and true love is a little traffic.,Pie in the Sky,FALSE,7,2,en
128,FALSE,0,32622,tt0112364,"A ten year old girl named Angela leads her six year old sister, Ellie, through various regimens of 'purification' in an attempt to rid themselves of their evil, which she believes to be the cause of their mother's mental illness. Precocious, to say the least, Angela has visions of Lucifer coming to take her and her sister away, and one of her remedies for this is for them to remain within a circle of their dolls and toys until they see a vision of the virgin Mary come to them. But such thinking can only lead to an ending befitting of her own mental state.",2.197439,01/01/1995,0,99,Released,,Angela,FALSE,5.6,9,en
129,FALSE,0,73067,tt0113107,The quirky story of a young boy's adventures growing up with his stunningly beautiful mother and the two very different men who love her.,0.637554,22/11/1995,0,101,Released,Sometimes the brightest star is the one that shines within.,Frankie Starlight,FALSE,5.4,4,it
130,FALSE,50000000,11863,tt0113451,"Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the law man emerges as a prime suspect and he has to deal with his personal feelings as well as the case.",11.418917,13/10/1995,9851610,95,Released,Some fantasies go too far.,Jade,FALSE,5.1,45,en
131,FALSE,0,55475,tt0114015,"Balbuena is a genial illegal immigrant who makes his way to New York City to take a bite out of the Big Apple. But his hopes of finding a better life soon begin to fade as Balbuena encounters one obstacle after another in the hardscrabble, uncaring metropolis.",0.291021,16/08/1995,0,102,Released,,Nueba Yol,FALSE,5.5,1,es
132,FALSE,0,124636,tt0114500,"Within days after the release of Negativland's clever parody of U2 and Casey Kasem, recording industry giant Island Records descended upon the band with a battery of lawyers intent on erasing the piece from the history of rock music.  Craig ""Tribulation 99"" Baldwin follows this and other intellectual property controversies across the contemporary arts scene. Playful and ironic, his cut-and-paste collage-essay surveys the prospects for an ""electronic folk culture"" in the midst of an increasingly commodified corporate media landscape.",0.001838,01/08/1995,0,87,Released,,Sonic Outlaws,FALSE,0,0,en
133,FALSE,0,9101,tt0116130,"Bumbling Navy lieutenant Tom Dodge has been given one last chance to clean up his record. But Admiral Graham, his nemesis, assigns Dodge to the Stingray, a submarine that can barely keep afloat. To add insult to injury, the Stingray is to be the enemy flagship in the upcoming war games … and to make matters even worse, Dodge's crew is a band of idiots even more incompetent that he is!",5.184977,01/03/1996,0,92,Released,"A rusty sub. A rebel commander. A renegade crew. When destiny called, they should have hung up.",Down Periscope,FALSE,5.6,110,en
134,FALSE,0,123360,tt0113125,"Mark Rappaport's creative bio-pic about actress Jean Seberg is presented in a first-person, autobiographical format (with Seberg played by Mary Beth Hurt). He seamlessly interweaves cinema, politics, American society and culture, and film theory to inform, entertain, and move the viewer. Seberg's many marriages, as well as her film roles, are discussed extensively. Her involvement with the Black Panther Movement and subsequent investigation by the FBI is covered. Notably, details of French New Wave cinema, Russian Expressionist (silent) films, and the careers of Jane Fonda, Vanessa Redgrave, and Clint Eastwood are also intensively examined. Much of the film is based on conjecture, but Rappaport encourages viewers to re-examine their ideas about women in film with this thought-provoking picture.",0.276401,08/09/1995,0,97,Released,,From the Journals of Jean Seberg,FALSE,6.5,2,en
135,FALSE,0,5757,tt0113756,"First-time director Dirk Shafer also penned this raucous ""mockumentary,"" a blend of fact and fiction that re-creates his 1992 reign as Playgirl magazine's Centerfold of the Year. When Shafer chooses to keep the fact that he's gay a secret from the magazine's editors, he finds himself living the ultimate lie -- and incapable of giving female readers what they really want. Will he succumb to his lover's pressures to come out of the closet?",0.540436,15/09/1995,209935,86,Released,He as a centerfold who revealed everything ... but the truth.,Man of the Year,FALSE,3.8,2,en
136,FALSE,0,39428,tt0113952,"While on a train, a teenage boy thinks about his life and the flamboyant aunt whose friendship acted as an emotional shield from his troubled family. This film evokes the haunting quality of memory while creating a heartfelt portrait of a boy's life in a rural 1940s Southern town.",0.370342,23/08/1995,0,91,Released,,The Neon Bible,FALSE,7.2,5,en
137,FALSE,0,124639,tt0114618,A subtle yet violent commentary on feudal lords.,0.001205,01/08/1995,0,122,Released,,Target,FALSE,0,0,en
138,FALSE,60000000,9302,tt0118055,"Tally Atwater has a dream: to be a prime-time network newscaster. She pursues this dream with nothing but ambition, raw talent and a homemade demo tape. Warren Justice is a brilliant, hard edged, veteran newsman. He sees Tally has talent and becomes her mentor. Tally’s career takes a meteoric rise and she and Warren fall in love. The romance that results is as intense and revealing as television news itself. Yet, each breaking story, every videotaped crisis that brings them together, also threatens to drive them apart...",3.402749,01/03/1996,0,119,Released,"Every Day we Have, is One More Than We Deserve.",Up Close & Personal,FALSE,5.9,51,en
139,FALSE,31000000,11000,tt0115685,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's right-wing moralistic parents.,6.49968,08/03/1996,185260553,117,Released,Come as you are.,The Birdcage,FALSE,6.7,303,en
140,FALSE,0,249882,tt0113200,"In 1981 in Medjugorje (BA), a group of kids claim that Virgin Mary appeared to them on a hill. The local priest believes them and spreads the word. Religious tourism blossoms. The communist government is concerned and arrests the priest.",0.918504,12/10/1995,0,125,Released,,Virgin Mary,FALSE,7,2,en
141,FALSE,0,16388,tt0112585,"Deals with the lives of the three Irish Catholic McMullen brothers from Long Island, New York, over three months, as they grapple with basic ideas and values — love, sex, marriage, religion and family — in the 1990s. Directed, written, produced by and starring Edward Burns.",2.039196,09/08/1995,0,98,Released,Sometimes the Best Friends Are the Ones You've Known Your Whole Life.,The Brothers McMullen,FALSE,6.3,23,en
142,FALSE,19000000,9737,tt0112442,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",9.262184,07/04/1995,141407024,118,Released,Whatcha gonna do?,Bad Boys,FALSE,6.5,1729,en
143,FALSE,0,30765,tt0112342,"Far from home in the lush bamboo forests of China, ten-year-old Ryan Tyler, with the help of a young girl, goes on a wonderful journey to rescue a baby panda taken by poachers.",2.375865,25/08/1995,0,81,Released,"In the sweeping highlands of China, a boy begins a magical journey to save the life of a natural wonder.",The Amazing Panda Adventure,FALSE,5,31,en
144,FALSE,0,10474,tt0112461,Film adaptation of street tough Jim Carroll's epistle about his kaleidoscopic free fall into the harrowing world of drug addiction.,7.415144,21/04/1995,0,102,Released,The true story of the death of innocence and the birth of an artist.,The Basketball Diaries,FALSE,7.2,472,en
145,FALSE,4000000,22279,tt0112427,"An Awfully Big Adventure is a 1995 drama film about a theatre company in Liverpool, set in 1947 and based on the 1989 novel of the same name by Beryl Bainbridge.",0.922958,21/07/1995,851545,113,Released,,An Awfully Big Adventure,FALSE,6,11,en
146,FALSE,0,30157,tt0109093,"A man wakes up in an alley, bleeding and with no memory of who he is. He stumbles into a coffee shop and is befriended by a charitable ex-nun who is failing in her attempts to write marketable pornography.",1.759012,05/08/1994,0,105,Released,"Accountancy, Murder, Amnesia, Torture, Ecstasy, Understanding, Redemption",Amateur,FALSE,6.5,21,en
147,FALSE,52000000,568,tt0112384,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",18.761467,30/06/1995,355237933,140,Released,"Houston, we have a problem.",Apollo 13,FALSE,7.3,1637,en
148,FALSE,28000000,11780,tt0114287,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour.",10.193549,13/04/1995,31596911,139,Released,Honor made him a man. Courage made him a hero. History made him a legend.,Rob Roy,FALSE,6.5,151,en
149,FALSE,0,34996,tt0112288,A vampiric doctoral student tries to follow the philosophy of a nocturnal comrade and control her thirst for blood.,3.137285,10/01/1995,0,82,Released,The dark is their sunlight. What makes them different is what keeps them alive.,The Addiction,FALSE,6.4,46,en
150,FALSE,100000000,414,tt0112462,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin.",13.321354,16/06/1995,336529144,121,Released,"Courage now, truth always...",Batman Forever,FALSE,5.2,1529,en
151,FALSE,0,649,tt0061395,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.",10.142662,24/05/1967,0,101,Released,Luis Bunuel's Masterpiece of Erotica!,Belle de Jour,FALSE,7.3,163,fr
152,FALSE,0,1873,tt0112495,"Patricia Arquette stars as American widow Laura Bowman, a young doctor who's unwittingly drawn into political turmoil while vacationing in Burma in the late 1980s, in this fictionalized drama based on actual events. Bowman initially left San Francisco with her sister (Frances McDormand) in an attempt to escape painful memories of her husband and son's violent deaths. But her fight to escape to Thailand could prove just as harrowing.",2.04189,24/05/1995,0,100,Released,Truth has a witness,Beyond Rangoon,FALSE,6.4,21,en
153,FALSE,2000000,5894,tt0112541,"Auggie runs a small tobacco shop in Brooklyn, New York. The whole neighborhood comes to visit him to buy cigarettes and have some small talk. During the movie Lou Reed tries to explain why he has to have a cut on his health insurance bill if he keeps smoking and Madonna acts as a Singing Telegram.",11.528147,15/09/1995,1275000,83,Released,Welcome to the planet Brooklyn.,Blue in the Face,FALSE,6.8,28,en
154,FALSE,11000000,1775,tt0109370,Canadian Bacon is the only fictitious film from Director Michael Moore. This comedy is about an American president who decides to go to war to bring the public’s opinion of him up during election time. Canadian Bacon is actor John Candy’s last film.,5.391556,08/06/1995,178104,91,Released,"I'll tell ya another thing, their beer sucks!",Canadian Bacon,FALSE,5.9,57,en
155,FALSE,50000000,8839,tt0112642,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch, Fatso and Stinkie--who are determined to drive all ""fleshies"" away.",12.812539,26/05/1995,287928194,100,Released,Get an afterlife,Casper,FALSE,6,1045,en
156,FALSE,25000000,20649,tt0112688,"Strike is a young city drug pusher under the tutelage of drug-lord Rodney Little.When a night man at a fast-food restaurant is found with four bullets in his body, Strike's older brother turns himself in as the killer. Det. Rocco Klein doesn't buy the story, however, and sets out to find the truth, and it seems that all the fingers point toward Strike &amp; Rodney.",4.558992,15/09/1995,13071518,128,Released,"When there's murder on the streets, everyone is a suspect.",Clockers,FALSE,6.8,69,en
157,FALSE,50000000,10329,tt0112715,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.",7.260574,09/06/1995,152022101,109,Released,Where you are the endangered species.,Congo,FALSE,5,214,en
158,FALSE,53000000,8963,tt0112740,"On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.",8.657365,12/05/1995,157387195,116,Released,Danger runs deep.,Crimson Tide,FALSE,7,508,en
159,FALSE,0,26564,tt0109508,"This movie chronicles the life and times of R. Crumb. Robert Crumb is the cartoonist/artist who drew Keep On Truckin', Fritz the Cat, and played a major pioneering role in the genesis of underground comix. Through interviews with his mother, two brothers, wife, and ex-girlfriends, as well as selections from his vast quantity of graphic art, we are treated to a darkly comic ride through one man's subconscious mind.",3.620388,10/09/1994,3174695,119,Released,Weird sex · Obsession · Comic books,Crumb,FALSE,7.6,71,en
160,FALSE,7000000,8068,tt0112851,A gunslinger is embroiled in a war with a local drug runner.,6.950458,25/08/1995,25405445,104,Released,"When the smoke clears, it just means he's reloading.",Desperado,FALSE,6.8,898,en
161,FALSE,27000000,8512,tt0112857,"In late 1940s Los Angeles, Easy Rawlins is an unemployed black World War II veteran with few job prospects. At a bar, Easy meets DeWitt Albright, a mysterious white man looking for someone to investigate the disappearance of a missing white woman named Daphne Monet, who he suspects is hiding out in one of the city's black jazz clubs. Strapped for money and facing house payments, Easy takes the job, but soon finds himself in over his head.",4.646132,15/09/1995,16140822,102,Released,Private detective Easy Rawlins has been caught on the wrong side of the most dangerous secret in town.,Devil in a Blue Dress,FALSE,6.3,88,en
162,FALSE,90000000,1572,tt0112864,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",15.138855,19/05/1995,366101666,128,Released,Think fast. Look alive. Die hard.,Die Hard: With a Vengeance,FALSE,6.9,2094,en
163,FALSE,0,13552,tt0112887,"Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex and violence-filled journey through an America of psychos and quickiemarts.",7.120806,27/10/1995,0,80,Released,Sex. Violence. Whatever.,The Doom Generation,FALSE,5.6,57,en
164,FALSE,0,259209,tt0113044,"After an abandoned young woman in late 19th Century England is taken in by a rural couple with three handsome sons, tragic consequences result.",0.523575,12/10/1995,0,116,Released,There is no escape from the past.,Feast of July,FALSE,0,0,en
165,FALSE,55000000,6520,tt0113071,"The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to her husband and her growing love for his rival. But Lancelot must balance his loyalty to the throne with the rewards of true love.",15.178338,07/07/1995,127600435,134,Released,Their greatest battle would be for her love.,First Knight,FALSE,5.9,319,en
166,FALSE,0,9073,tt0113114,Jesse becomes reunited with Willy three years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.,7.575098,19/07/1995,0,95,Released,The adventure is back. The fun is back. Willy's back. And this time he's brought his whole family to meet an old friend ... and take on a new challenge.,Free Willy 2 - The Adventure Home,FALSE,5.5,130,en
167,FALSE,20000000,10428,tt0113243,"Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus.",14.810519,14/09/1995,7563728,107,Released,"There is no right or wrong, only fun and boring",Hackers,FALSE,6.2,406,en
168,FALSE,0,17447,tt0113464,"Jeffery, a young gay man in New York, decides that sex is too much and decided to become celibate. He immediately meets the man of his dreams and must decide whether or not love is worth the danger of a boyfriend dying.",3.196456,18/08/1995,0,92,Released,Love is an adventure when one of you is sure... and the other is positive.,Jeffrey,FALSE,6.5,19,en
169,FALSE,25000000,9886,tt0113481,"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.  In a dystopian 2021, Johnny (Keanu Reeves) is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. On one delivery run, he accepts a package that not only exceeds the implant's safety limits - and will kill him if the data is not removed in time - but also contains information far more important and valuable than he had ever imagined. On a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life.",11.715868,26/05/1995,19075720,97,Released,The hottest data on earth. In the coolest head in town.,Johnny Mnemonic,FALSE,5.5,380,en
170,FALSE,90000000,9482,tt0113492,"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.",8.184815,30/06/1995,113493481,96,Released,"In the future, one man is the law.",Judge Dredd,FALSE,5.4,643,en
171,FALSE,0,19326,tt0113500,"When jobless Tommy Collins discovers that sequestered jurors earn free room and board as well as $5-a-day, he gets himself assigned to a jury in a murder trial. Once there, he does everything he can to prolong the trial and deliberations and make the sequestration more comfortable for himself.",3.676921,12/04/1995,17014653,88,Released,For truth. For justice. For five bucks a day.,Jury Duty,FALSE,4,34,en
172,FALSE,1500000,9344,tt0113540,"A controversial portrayal of teens in New York City which exposes a deeply disturbing world of sex and substance abuse. The film focuses on a sexually reckless, freckle-faced boy named Telly, whose goal is to have sex with as many different girls as he can. When Jenny, a girl who has had sex only once, tests positive for HIV, she knows she contracted the disease from Telly. When Jenny discovers that Telly's idea of ""safe sex"" is to only have sex with virgins, and is continuing to pass the disease onto other unsuspecting girls, Jenny makes it her business to try to stop him.",4.877872,28/07/1995,7412216,91,Released,,Kids,FALSE,6.8,280,en
173,FALSE,500000,9071,tt0113677,Film about filmmaking. It takes place during one day on set of non-budget movie. Ultimate tribute to all independent filmmakers.,10.058329,20/01/1995,1148752,89,Released,Nick is about to discover the first rule of filmmaking: if at first you don't succeed... PANIC!,Living in Oblivion,FALSE,7.2,64,en
174,FALSE,0,8973,tt0113690,"During a routine case in L.A., NY private investigator Harry D'Amour stumbles over members of a fanatic cult who are preparing for the resurrection of their leader Nix, a powerful magician who was killed 13 years earlier.",4.102409,25/08/1995,0,119,Released,Trust Nothing Except Your Fear.,Lord of Illusions,FALSE,5.9,87,en
175,FALSE,0,15730,tt0107447,"Dreary urban landscape of an anonymous Canadian city. Dark comedy about a group of twentysomethings looking for love and meaning in the '90s. The film focuses on roommates David, a gay waiter who has has given up on his acting career, and Candy, a book reviewer who is also David's ex-lover. David and Candy's lives are entangled with those of David's friends and Candy's dates.",0.354014,20/05/1993,0,100,Released,,Love & Human Remains,FALSE,7,7,en
176,FALSE,0,47608,tt0113729,"Matt falls for Casey, the new girl in school. She's fun-loving and eccentric, but there's a darkness to her whimsy that Matt can't begin to comprehend. When Casey attempts to commit suicide, her parents place her in a mental institution. Matt springs her out, and together the young lovers head on a road trip. They believe their love can ""cure"" Casey's problems. Matt starts to wonder, though, if are they inspired or misguided.",2.624771,26/05/1995,15453274,95,Released,A wild and sexy adventure!,Mad Love,FALSE,5.5,27,en
